fish_id,Genotype,Position,Tray,Trial,Time,Bin,Dist_travelled_total,Dist_travelled_mean,Dist_travelled_var,Velocity_mean,Velocity_var,Time_moving_total,Freq_moving,Acceleration_max,Acceleration_min,Acceleration_var,Freq_in_middle,Time_in_middle_total,Time_in_middle_mean,Time_in_middle_var,Dist_to_middle_total,Dist_to_middle_mean,Dist_to_middle_var,Mobility_total,Mobility_mean,Mobility_var,Meander_total,Meander_mean,Meander_var,Heading_mean,Heading_var
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,7,144.393,0.096262,0.0421778,2.40655,26.3611,35.76,40,941.544,-707.898,17310,9,18.68,2.07556,3.32938,1972.27,1.31485,1.80166,10587.4,7.05824,270.948,11229.1,70.6231,19811.4,158.24,3207.39
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,8,140.082,0.093513,0.0399175,2.33783,24.9484,33.68,40,657.559,-776.523,16379.3,8,13.72,1.715,2.93597,1854.5,1.23716,1.01931,10177.8,6.79426,268.482,24105.1,148.797,57610,6.19002,3174.88
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,9,182.209,0.121473,0.0572599,3.03681,35.7875,41.24,39,1108.03,-653.564,20898.1,9,12.96,1.44,0.584,2452.53,1.63502,1.68413,12252.6,8.16842,298.929,18772.3,87.313,31866.2,146.65,3202.98
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,10,107.324,0.0715495,0.034567,1.78874,21.6044,23.8,27,690.361,-823.659,15270.5,1,1.2,1.2,0,4925.18,3.28345,0.626419,6950.35,4.63357,163.91,14706.7,148.553,55009.4,177.139,3027.99
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,11,142.796,0.0953241,0.0430122,2.3831,26.8826,39.24,36,1423.9,-1334.13,19427.2,3,2.56,0.853333,0.0677333,3861.77,2.57623,1.08453,9402.89,6.27696,216.343,27114.4,180.763,69144.2,24.5333,3028.06
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,12,100.232,0.0668214,0.024468,1.67053,15.2925,26.24,31,559.528,-567.306,11991.7,6,18.32,3.05333,5.23307,3033.73,2.02249,2.64675,6670.2,4.4468,163.477,15339.1,158.135,62158.4,177.378,3147.93
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,13,114.094,0.0760628,0.0285877,1.90157,17.8673,30.68,41,983.096,-566.053,14365.9,6,14.76,2.46,3.34768,2233.42,1.48895,1.61679,7564.5,5.043,182.378,14326.2,125.668,41006,73.4768,3194.35
66.4-7.10,het,B5,10,11,1899-12-31T11:09:00Z,14,117.179,0.0782239,0.0293605,1.9556,18.3503,31,37,704.841,-600.592,14751.3,7,25.92,3.70286,5.22979,1511.86,1.00858,1.46152,7430.27,4.96013,170.228,14434.8,121.301,54572,41.3986,3278.15
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,2,1.7944,0.00119626,2.68467e-4,0.0299066,0.167792,0,0,148.4,-160.288,179.122,0,0,0,0,4817.72,3.21182,5.1478e-4,123.302,0.0822015,1.68898,687.936,687.936,0,67.9671,3262.16
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,3,2.63208,0.00175706,3.83277e-4,0.0439265,0.239548,0,0,154.13,-140.927,222.827,0,0,0,0,4790.58,3.19585,6.01521e-4,192.846,0.128736,2.28068,2323.25,774.416,2173.55,90.078,3201.22
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,4,13.1932,0.00881309,0.00368933,0.220327,2.30583,1.84,2,395.41,-429.243,1466.97,0,0,0,0,4796.19,3.20173,0.00198034,871.422,0.582112,18.4902,6765.24,520.403,91450.3,26.0885,3242.27
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,5,105.191,0.0701276,0.0352609,1.75319,22.038,23.88,38,1143.53,-805.395,13323.5,4,16.56,4.14,5.14187,1671.85,1.11457,1.26045,8324.29,5.54953,269.628,9034.02,84.4301,27843.4,84.6674,3034.31
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,6,108.491,0.0723271,0.0279149,1.80818,17.4468,28.2,42,639.296,-410.731,12592.9,12,30.6,2.55,15.8941,967.738,0.645159,0.888559,8959.64,5.97309,265.285,12240.9,108.326,35022.9,106.628,3164.88
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,7,147.371,0.0982472,0.0525176,2.45618,32.8235,36.48,35,1433.01,-1939.4,21401.4,9,27.28,3.03111,3.95711,1367.49,0.911659,1.42488,10640.1,7.09343,282.147,12559.9,82.631,29202.7,125.8,3185.37
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,8,139.706,0.093137,0.0361129,2.32843,22.5706,35.84,36,933.19,-637.713,15830.8,5,7.8,1.56,0.5504,2407.1,1.60473,1.04295,10298.6,6.86575,252.081,19305.3,119.168,44099.3,8.02423,3054.91
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,9,112.839,0.0753264,0.0267375,1.88316,16.7109,32.88,40,615.245,-513.09,12800,8,22.04,2.755,22.3915,1275.09,0.850624,0.940958,8765.43,5.85142,222.483,24774.1,187.682,70022.4,142.107,3163.89
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,12,3.93384,0.00262256,5.69846e-4,0.065564,0.356154,0,0,157.393,-157.393,424.073,0,0,0,0,4382.06,2.92138,0.0017781,188.501,0.125667,1.491,637.395,637.395,0,150.837,3163.43
66.4-7.10,het,B5,10,17,1899-12-31T13:07:00Z,13,57.317,0.0382623,0.0588548,0.956558,36.7842,6.6,3,2753.26,-2051.46,18856.5,0,0,0,0,4294.46,2.86488,0.054982,2800.51,1.8695,79.2563,10828.4,230.392,92120,143.158,2447.29
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,0,5.80765,0.00388471,0.00159184,0.0971179,0.9949,0.84,1,298.645,-586.594,599.823,0,0,0,0,4184.61,2.79533,0.019124,408.415,0.273188,12.7714,3646.95,520.993,106513,5.75262,2730.33
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,1,2.23644,0.00149096,3.34341e-4,0.037274,0.208963,0,0,174.38,-174.38,262.942,0,0,0,0,4462.97,2.97531,6.99622e-5,72.8251,0.0485501,0.386545,0,0,0,179.521,2629.25
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,2,1.32811,8.86592e-4,1.95906e-4,0.0221648,0.122441,0,0,148.707,-148.707,153.768,0,0,0,0,4444.71,2.96512,1.53628e-4,40.8952,0.0272999,0.1922,0,0,0,63.8619,3271.22
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,3,3.64039,0.00243017,5.53054e-4,0.0607541,0.345659,0,0,176.168,-176.168,436.983,0,0,0,0,4451.88,2.9699,2.75586e-4,119.904,0.080043,0.670186,0,0,0,179.966,2878.67
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,4,11.5444,0.0076963,0.00194463,0.192407,1.2154,2.08,3,275.199,-208.393,1038.51,0,0,0,0,4307.67,2.8717800000000002,0.00266115,588.39,0.39226,5.46179,9874.9,705.35,6353.72,158.243,2977.78
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,5,117.72,0.0784801,0.0343364,1.962,21.4602,31.76,37,795.408,-451.188,13724.6,10,24.44,2.444,3.28229,1054.33,0.702888,0.693545,9010.15,6.00677,265.049,5491.7,45.386,4667.25,108.163,3185.48
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,6,105.972,0.0707422,0.0265478,1.76855,16.5924,28.24,42,551.164,-639.7,12216.7,5,32.96,6.592,92.6667,957.362,0.638667,0.738536,7461.39,4.9809,180.758,7740.67,67.9006,20194.3,30.6934,3025.84
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,7,155.034,0.103356,0.0451269,2.5839,28.2043,37.92,35,851.639,-845.278,18183.5,4,8.32,2.08,1.95947,3400.51,2.267,1.75035,10697.3,7.13155,248.48,17524.9,95.2442,31563.9,176.46,3152.5
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,8,128.839,0.0860073,0.0372061,2.15018,23.2538,31.24,33,831.991,-458.499,14631.5,7,15.76,2.25143,4.69318,1787.59,1.19252,1.42716,8820.23,5.888,220.468,9068.42,63.8621,13988.1,176.968,3165.8
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,9,151.115,0.100743,0.0409714,2.51858,25.6071,38.32,40,1006.53,-616.493,16296.9,9,14.16,1.57333,1.194,2176.8,1.4512,1.72878,10260.9,6.84057,246.13,12885.6,71.1914,16359.5,91.4844,3059.1
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,10,156.172,0.104115,0.10678700000000001,2.60287,66.7421,28.36,32,1634.93,-1235.22,43332,0,0,0,0,5749.55,3.83303,0.37704,8107.87,5.40525,255.654,7449.11,62.0759,30940.4,77.5574,3029.61
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,12,18.1548,0.0121032,0.0138711,0.302581,8.66947,1.88,2,1417.72,-1461.61,5883.27,1,0.04,0.04,0,2869.68,1.91312,0.580346,861.464,0.574309,28.0433,1115.05,111.505,54466.4,106.481,1786.49
67.4-7.10,wt,B6,10,3,1899-12-31T08:13:00Z,14,93.485,0.0624066,0.0514931,1.56016,32.1832,17.64,19,1462.14,-868.654,16677.7,1,1.36,1.36,0,5199.39,3.46857,0.774135,5748.89,3.83771,176.244,8061.69,104.697,30208.3,82.6298,2788.17
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,2,19.238,0.0128253,0.00295136,0.320634,1.8446,4.44,4,512.354,-269.234,1632.05,0,0,0,0,1900.73,1.26715,0.00441233,1722.52,1.14834,25.955,22005.1,815.002,33055.4,4.49217,3222.62
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,3,1.30481,8.69872e-4,1.90083e-4,0.0217468,0.118802,0,0,162.316,-162.316,149.094,0,0,0,0,1623.48,1.08232,0.0033122,70.2144,0.0468096,0.643238,0,0,0,50.7363,2993.66
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,4,71.7822,0.0478548,0.0914073,1.19637,57.1296,9.24,12,2185.85,-1978.32,24405.5,0,0,0,0,3425.19,2.28346,1.65445,4157.66,2.77177,171.986,7039.59,146.658,54290.3,121.592,2765.44
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,5,179.244,0.119656,0.0580256,2.99139,36.266,47.28,34,1780.11,-1180,23442.3,10,22.24,2.224,3.4198,1642.29,1.09559,1.4544,13451.5,8.97965,366.355,16048.5,79.4479,25095.3,73.7138,3132.21
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,6,141.799,0.0945328,0.0443558,2.36332,27.7224,37.32,43,1080.42,-1146.84,19134.9,8,9.64,1.205,1.24637,2529.69,1.68646,1.33358,10171.8,6.78118,257.94,10959,73.5504,22428.5,173.932,3042.34
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,7,160.639,0.107092,0.0493044,2.67731,30.8153,42.08,39,766.103,-655.989,19178,7,19.72,2.81714,7.45326,2393.91,1.59594,2.2044,11924.9,7.94992,300.001,10691.4,59.7284,15399.7,22.745,3213.17
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,8,143.363,0.0957029,0.0391243,2.39257,24.4527,36.12,44,781.407,-499.597,14323.5,6,14.96,2.49333,3.01867,2748.35,1.83346,1.81576,9824.16,6.55818,225.342,10672.8,64.6834,20412.4,30.6982,3128.08
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,9,171.223,0.114149,0.0617279,2.85371,38.58,39.36,39,1525.48,-1436.43,24167.6,7,12.44,1.77714,1.48579,2924.48,1.94966,2.04033,11184.1,7.45605,269.005,12241,68.0057,19061.2,58.9088,3152.65
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,10,136.097,0.0907311,0.280103,2.26828,175.064,14.84,17,2138.95,-2672.47,35621.8,0,0,0,0,5964.65,3.97644,0.0554868,5357.12,3.57141,203.576,2823.89,37.6518,11289.8,150.021,3010.58
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,11,21.2233,0.0141678,0.00360901,0.354194,2.25563,5.44,3,245.212,-245.212,1809.84,0,0,0,0,5283.4,3.52462,0.013963,1309.97,0.874479,15.391,19042.1,614.261,41694.4,22.123,2930.1
67.4-7.10,wt,B6,10,7,1899-12-31T10:04:00Z,12,12.2523,0.00818457,0.0147774,0.204614,9.23587,1.32,2,2002.44,-1231.02,5272.29,1,22.48,22.48,0,3271.33,2.1838,2.85569,610.56,0.407856,27.5035,110.607,13.8259,155.697,117.324,1318.38
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,1,0.434926,2.8995e-4,6.3122e-5,0.00724876,0.0394512,0,0,141.605,-141.605,49.3798,0,0,0,0,4315.31,2.87687,2.04014e-4,29.2342,0.0194895,0.30369,0,0,0,109.323,2986.78
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,5,95.9423,0.0639615,0.0293004,1.59904,18.3127,24.4,31,1016.66,-741.784,11845,8,14.84,1.855,1.17757,1852.13,1.23476,1.22808,7733.19,5.15546,223.042,6137.43,57.9003,10386.4,82.248,3025.88
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,6,118.909,0.0793788,0.0326304,1.98447,20.394,31,40,828.761,-486.954,13682.4,9,15.68,1.74222,1.91764,1856.73,1.23865,1.15616,8549.42,5.70723,209.725,10333.5,76.5442,27688,176.862,3088.1
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,7,110.307,0.0735379,0.026429,1.83845,16.5181,31.36,35,552.254,-394.531,12559.9,5,13.52,2.704,1.89088,2238.83,1.49255,1.41204,8187.58,5.45839,194.645,16816.9,128.374,44217.5,77.5972,3063.96
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,8,118.03,0.0787917,0.0308134,1.96979,19.2584,32.52,47,594.944,-466.568,12609.7,8,15.56,1.945,0.794486,1973.93,1.31683,1.2521,8439.52,5.63386,212.724,14155.7,104.857,38429.1,42.1033,2936.53
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,9,86.598,0.057732,0.0243518,1.4433,15.2199,23.08,26,855.505,-588.784,10143.5,1,1.08,1.08,0,4181.87,2.78791,1.18306,6508.21,4.33881,165.322,21222.6,214.37,69505.5,119.145,3021.7
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,10,84.0821,0.0560547,0.130316,1.40137,81.4475,9.84,12,2866.36,-2084.35,25649.9,0,0,0,0,5507.59,3.67172,0.244618,3915.66,2.61044,141.312,10680.7,197.791,88857.3,91.8885,3133.48
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,11,1.2926,8.62883e-4,1.85559e-4,0.0215721,0.115974,0,0,142.153,-142.153,122.789,0,0,0,0,4282.94,2.8572,3.21256e-4,98.8229,0.0659699,1.21913,854.307,854.307,0,166.063,3244.76
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,13,2.57962,0.00171975,3.69084e-4,0.0429937,0.230678,0,0,153.33,-153.33,290.659,0,0,0,0,4314.98,2.87665,0.00270147,169.432,0.112955,1.69926,0,0,0,27.4015,3137.06
67.4-7.10,wt,B6,10,11,1899-12-31T11:09:00Z,14,0.673432,4.49554e-4,1.01306e-4,0.0112389,0.063316,0,0,148.073,-146.821,50.2915,0,0,0,0,4405.53,2.93898,0.00200964,67.3198,0.0449398,1.01704,761.556,761.556,0,150.455,2186.09
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,0,4.54255,0.00304256,9.19685e-4,0.0760641,0.574803,0.88,2,379.998,-278.545,467.643,0,0,0,0,814.489,0.544445,0.0453593,364.046,0.243835,6.48669,3421.44,684.289,32573.1,46.2058,3087.11
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,1,0.660898,4.40599e-4,9.70575e-5,0.011015,0.0606609,0,0,141.824,-141.824,75.9779,0,0,0,0,1336.25,0.89083,0.0101997,16.998,0.011332,0.0714281,0,0,0,50.2826,2191.65
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,2,0.905594,6.03729e-4,1.37638e-4,0.0150932,0.086024,0,0,162.386,-162.386,107.815,0,0,0,0,1416.66,0.944438,0.00112145,32.8417,0.0218945,0.1968,0,0,0,36.3258,3020.55
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,3,1.06513,7.11035e-4,1.51412e-4,0.0177759,0.0946328,0,0,143.983,-143.983,94.7099,0,0,0,0,1479.22,0.986808,0.00523257,34.0424,0.0227252,0.167568,832.489,832.489,0,53.1986,2628.18
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,5,54.0872,0.0360582,0.0167241,0.901454,10.4526,12.64,24,593.789,-508.174,6790.06,3,2.44,0.813333,0.419733,1781.41,1.18761,0.832952,4759.6,3.17307,164.31,4342.63,80.4191,13245,1.33706,3094.56
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,6,81.5806,0.0543871,0.0206517,1.35968,12.9073,20.2,27,554.164,-448.688,8606.42,5,11.76,2.352,3.04272,2034.99,1.35666,1.38904,6525.74,4.35049,171.587,6383.72,65.8116,13538.8,124.81,2932.6
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,7,82.6657,0.0551105,0.0215945,1.37776,13.4965,18.52,27,738.157,-392.336,8963.74,8,26.4,3.3,10.0942,1675.16,1.11677,1.84639,6117.97,4.07865,145.639,8919.9,92.9157,36132.6,131.491,3107.28
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,8,153.787,0.102525,0.0515311,2.56312,32.2069,32.08,31,994.568,-758.667,16545.7,3,12.88,4.29333,38.4997,3918.34,2.61223,2.72558,10159,6.77265,234.895,12391,64.5366,21865.4,78.1195,3070.76
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,9,155.311,0.103679,0.046846,2.59197,29.2788,34.52,33,733.89,-1005.46,17594.1,5,4.96,0.992,1.12032,2955.41,1.97159,1.64893,10593.9,7.07206,267.258,22186.3,129.744,45785.7,66.2921,3247.57
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,10,71.0825,0.0473883,0.0781262,1.18471,48.8289,9.28,10,1936.24,-2277.7,25526.2,0,0,0,0,5036.72,3.35781,0.266475,3326.05,2.21736,112.831,10871.6,197.665,99854,138.084,2680.88
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,11,2.87165,0.00191699,4.67207e-4,0.0479248,0.292004,0,0,206.188,-166.221,253.243,0,0,0,0,5167.54,3.44733,0.00160335,169.783,0.11334,1.87287,2161.82,720.605,5903.16,158.253,2754.78
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,12,3.22034,0.00214689,4.57575e-4,0.0536723,0.285985,0,0,144.634,-144.634,372.158,0,0,0,0,5117.54,3.41169,0.00267957,172.308,0.114872,1.34431,0,0,0,0.851838,3081.23
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,13,2.56902,0.00171497,4.0221e-4,0.0428742,0.251381,0,0,167.955,-167.558,218.952,0,0,0,0,5087.1,3.39366,0.00207441,160.866,0.107387,1.72999,2167.18,722.394,6026.13,179.95,2963.41
67.4-7.10,wt,B6,10,17,1899-12-31T13:07:00Z,14,0.5481,3.654e-4,1.00293e-4,0.009135,0.0626834,0,0,163.212,-179.351,39.4031,0,0,0,0,5076.66,3.38444,6.31294e-5,38.386,0.0255907,0.490868,613.132,613.132,0,103.624,3166.66
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,0,16.6745,0.0111535,0.00290192,0.278839,1.8137,4.16,3,198.747,-201.187,1257.44,0,0,0,0,2512.47,1.67834,0.0086019000000000009,1773.22,1.1861,34.0043,18077.4,645.622,1954.87,135.115,3177.37
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,1,1.73981,0.00115988,2.52526e-4,0.0289969,0.157829,0,0,153.908,-153.908,198.338,0,0,0,0,2383.66,1.5891,0.00385195,53.6404,0.0357603,0.295447,0,0,0,145.379,2984.31
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,3,0.848548,5.66454e-4,1.19948e-4,0.0141613,0.0749678,0,0,133.833,-133.833,94.0234,0,0,0,0,2839.75,1.89443,0.0129567,39.1696,0.0261479,0.269409,0,0,0,51.7525,1455.63
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,5,100.414,0.0669426,0.0295313,1.67357,18.4571,26.8,44,706.982,-550.573,14518.4,3,3.32,1.10667,0.611733,2205.51,1.47034,0.851457,8031.37,5.35425,222.135,13407,131.441,63421.4,45.117,3213.29
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,6,202.588,0.135239,0.0669177,3.38097,41.8236,48.8,36,1430.04,-724.744,25829.9,7,15.08,2.15429,2.40983,2107.14,1.4057,1.37025,13766,9.1896,332.268,18172.1,79.3542,32957.7,87.622,3115.83
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,7,209.311,0.139541,0.0705446,3.48852,44.0904,51.44,32,1024.51,-1697.14,29639.5,8,16.6,2.075,0.687743,2145.11,1.43007,1.68147,14541.8,9.6945,356.051,22137,96.2479,41686.8,75.6711,3218.42
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,8,230.746,0.154036,0.0642092,3.85089,40.1308,51.52,30,1015.92,-1487.06,28232.4,5,3.48,0.696,0.11728,3090.93,2.062,1.13644,15798.5,10.5464,352.116,30074.3,114.787,43581.9,162.339,3094.07
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,9,162.263,0.108175,0.0445642,2.70438,27.8526,42.48,39,613.49,-602.934,17721.1,8,15.32,1.915,3.04934,2227.77,1.48518,1.58839,11390.6,7.5937,261.866,12486,65.7158,21801.7,34.0974,3159.28
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,10,48.061,0.0320407,0.0284651,0.801017,17.7907,10.6,9,2053.68,-2437.09,12132,0,0,0,0,4536.32,3.02422,0.385822,2759.94,1.83996,63.6502,7997.01,190.405,72764.8,65.1496,3011.16
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,13,2.91468,0.00194571,0.00114301,0.0486428,0.714378,0.52,1,495.197,-630.669,611.654,0,0,0,0,4372.39,2.91687,0.0120804,131.59,0.087844,2.58624,886.426,295.475,11200.7,37.3277,2258.62
68.4-7.10,hom,C1,10,3,1899-12-31T08:13:00Z,14,7.20235,0.00480798,0.0011625,0.120199,0.726563,0.48,1,214.003,-196.753,748.085,0,0,0,0,3137.73,2.09322,0.131712,305.384,0.203861,2.26933,2837.27,567.455,90952.3,162.782,2843
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,0,9.00847,0.00609504,0.00142992,0.152376,0.893703,0.6,1,222.733,-216.697,910.476,1,27.88,27.88,0,1274.09,0.859708,1.22439,311.019,0.210432,3.87634,2066.74,516.684,1926.34,50.4776,2264
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,1,21.4967,0.0143983,0.00495649,0.359959,3.09781,3.28,6,494.201,-271.64,2351.4,0,0,0,0,2569.22,1.71854,0.526192,1423.98,0.953771,37.3366,722.052,42.4736,3122.18,109.024,2032.06
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,2,65.6903,0.0437936,0.0254926,1.09484,15.9329,13.36,20,1412.94,-941.633,8198.19,2,2.68,1.34,2.7848,3798.41,2.53227,0.699989,4749.53,3.16635,148.385,5053.8,76.5727,31238.6,1.1349,2686.82
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,3,128.086,0.0853904,0.0433747,2.13476,27.1092,27.16,33,688.663,-454.882,12618,4,16.96,4.24,45.0144,2819.85,1.8799,2.03479,8933.9,5.95594,256.415,5863.29,43.4318,9279.79,47.8709,3177.13
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,4,102.403,0.0682683,0.0396183,1.70671,24.7615,20.88,29,1386.32,-937.273,12560.9,4,9.24,2.31,0.744933,3131.63,2.08775,1.55973,7062.57,4.70838,199.854,5196.01,46.393,12821.2,131.898,3150.54
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,5,153.814,0.102679,0.0581415,2.56699,36.3384,34.32,38,1388.32,-778.638,21808.6,9,23.2,2.57778,14.0444,1364.31,0.910148,0.965918,11731.6,7.83151,340.962,8585.52,55.3905,14076.3,12.4171,3234
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,6,220.529,0.147019,0.0672969,3.67548,42.0605,51.32,24,1583.03,-1465.79,27642,8,11.28,1.41,1.82114,2422.67,1.61511,1.32911,15917.9,10.6119,363.235,14398.5,56.244,18889.2,131.292,3153.58
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,7,238.052,0.158701,0.0762765,3.96754,47.6728,51.48,25,2020.56,-1356.57,31906.3,7,7.56,1.08,0.0928,2922.05,1.94803,1.38076,16748.7,11.1658,370.533,20869,76.7241,26324.6,93.4942,3205.06
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,8,232.25,0.15504,0.0855797,3.876,53.4873,47.64,25,2098.23,-1758.92,30557.7,11,13.16,1.19636,0.352145,2939.56,1.96102,1.71379,15636.3,10.4381,365.265,16959.9,65.2305,24374.7,48.1507,3062.81
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,9,177.152,0.118101,0.0512411,2.95253,32.0257,46.64,34,1804.48,-999.24,22831.4,8,23.16,2.895,7.43677,1969.43,1.31296,1.66876,12843.6,8.5624,287.623,16508.6,81.3232,29150.4,9.81438,3246.88
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,10,132.55,0.088367,0.0838356,2.20917,52.3972,23.88,26,1616.66,-1757.29,26455.4,0,0,0,0,5244.31,3.49621,0.333729,8412.99,5.60866,255.385,25308.9,191.734,72292.8,136.532,3214.52
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,11,2.52622,0.00168639,3.90201e-4,0.0421599,0.243875,0,0,179.631,-179.631,275.186,0,0,0,0,5325.63,3.55279,0.0274924,101.686,0.0678813,1.12968,631.114,631.114,0,9.75859,2192.88
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,12,5.85393,0.00391044,0.00142736,0.097761,0.892099,1.08,2,350.034,-440.464,545.649,0,0,0,0,5726.34,3.82266,0.0226234,341.224,0.227939,6.35519,1472.16,210.309,109811,96.6937,1879.58
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,13,31.0477,0.0206984,0.00623325,0.517461,3.89578,9.28,8,390.498,-389.098,3059.24,0,0,0,0,5523.39,3.68226,0.113629,1942.11,1.29474,26.7995,23449.1,571.93,71741.3,137.669,2835.9
68.4-7.10,hom,C1,10,7,1899-12-31T10:04:00Z,14,41.6542,0.0277694,0.0192915,0.694236,12.0572,7.4,6,1568.28,-1973.71,8171.01,0,0,0,0,5502.45,3.6683,0.0776517,2611.51,1.741,62.7073,15202.4,330.486,84040.9,84.8916,2725.97
68.4-7.10,hom,C1,10,11,1899-12-31T11:09:00Z,0,9.21309,0.00617086,0.00137187,0.154271,0.857417,1.16,1,160.033,-205.124,883.737,0,0,0,0,4657.18,3.11309,0.0020402,533.242,0.357161,6.63247,5033.07,719.01,20023,170.368,3040.38
68.4-7.10,hom,C1,10,11,1899-12-31T11:09:00Z,1,3.66939,0.00244626,5.24521e-4,0.0611565,0.327826,0,0,153.038,-153.038,342.133,0,0,0,0,4777.01,3.18467,0.00161156,173.63,0.115753,1.29357,2409.4,803.132,559.81,22.2556,3087.57
